name,retailPrice,customerPrice,qty,color,functional,box
Samsung Galaxy S6 Edge+ 64GB G928,762.64,776.16,1,Black,Working,Boxed
Samsung Galaxy S6 Edge+ 64GB G928,762.64,776.16,1,Gold,Working,Boxed
Sony Xperia E3,115.84,129.35999999999999,1,Lime,Working,Boxed
Sony Xperia M4 Aqua,221.68,235.2,1,Pink,Working,Boxed
Sony Xperia M4 Aqua,221.68,235.2,1,Black,Working,Boxed
Sony Xperia M5,233.43999999999997,246.95999999999998,17,Gold,Working,Boxed
Sony Xperia X Compact,433.36,446.87999999999994,6,Blue,Working,Boxed
Sony Xperia XA,268.71999999999997,282.23999999999995,1,Black,Working,Boxed
Sony Xperia XA Ultra,10.0,23.52,1,Black,Working,Boxed
Sony Xperia XZ1,609.76,623.28,24,Blue,Working,Boxed
Sony Xperia XZ1 Compact,633.28,646.8,3,Pink,Working,Boxed
Sony Xperia XZs 32gb,598.0,611.52,35,Blue,Working,Boxed
Sony Xperia XZs 32gb,598.0,611.52,74,Black,Working,Boxed
Sony Xperia Z3 Compact,280.48,294.0,1,White,Working,Boxed
Sony Xperia Z3+,315.76,329.28,181,Copper,Working,Boxed
Sony Xperia Z3+,315.76,329.28,32,White,Working,Boxed
Sony Xperia Z3+,315.76,329.28,55,Green,Working,Boxed
Sony Xperia Z5 Compact,409.84,423.36,1,Black,Working,Boxed
Sony Xperia Z5 Compact,409.84,423.36,1,White,Working,Boxed
ZTE Blade V7 Lite,10.0,23.52,3,Silver,Working,Boxed

